2018-11-01 05:27:46,224: Key.alt_l
2018-11-01 05:27:46,381: Key.tab
2018-11-01 05:27:59,392: Key.alt_l
2018-11-01 05:27:59,533: Key.tab
2018-11-01 05:28:01,803: Key.alt_l
2018-11-01 05:28:01,940: Key.tab
2018-11-01 05:28:15,970: Key.delete
2018-11-01 05:28:27,763: Key.alt_l
2018-11-01 05:28:27,923: Key.tab
2018-11-01 05:28:30,812: Key.ctrl_l
2018-11-01 05:28:31,186: u'c'
2018-11-01 05:28:31,404: u'c'
2018-11-01 05:28:31,622: u'c'
2018-11-01 05:28:31,795: u'c'
2018-11-01 05:28:32,003: u'c'
